dptf rindffa key:  0 0 0
eccw vjwkdac key:  21 17 3
fycr hxufder key:  22 17 3
ecyw jiudxkp key:  23 17 3
xicn rcuzffp key:  24 17 3
iciw kcdypdp key:  25 17 3
lxpe ccveqqe key:  0 18 3
ixxe kgslbdr key:  1 18 3
zyxr hvehoej key:  2 18 3
wpyf bpxzxlf key:  3 18 3
fbpq uxnsshe key:  4 18 3
febb xxdrgzd key:  5 18 3
qien eywhwso key:  6 18 3
aiin zpkkzri key:  7 18 3
ezis ubtfyhc key:  8 18 3
bhzt jeclgkc key:  9 18 3
uchw ribdffl key:  10 18 3
pwcz bikdpli key:  11 18 3
mkwv kzmbsdz key:  12 18 3
cjki khllodw key:  13 18 3
srjj tcwxobf key:  14 18 3
ixre bwnaelf key:  15 18 3
eqxy gknrsxq key:  16 18 3
rpqf vjaraaa key:  17 18 3
jcpw zrwcdre key:  18 18 3
flcm zxovyrb key:  19 18 3
emlp dquhycu key:  20 18 3
dimn ipbttvp key:  21 18 3
ociw ucbpkhm key:  22 18 3
igch olgygtc key:  23 18 3
cvgg ympqhps key:  24 18 3
cpvf wikdmyi key:  25 18 3
bmdp smcjhjj key:  0 19 3
sumo tcitrby key:  1 19 3
iwuz snvsejt key:  2 19 3
hqwy odqwrty key:  3 19 3
ypqf emaohsj key:  4 19 3
vdpa auqwzwe key:  5 19 3
ysdl fwvscok key:  6 19 3
buso aqchuwh key:  7 19 3
tsul ephjcsj key:  8 19 3
jwsz udiuzhv key:  9 19 3
tawx sshsgjb key:  10 19 3
bmap pucirus key:  11 19 3
kamx esktnsi key:  12 19 3
lwaz lwqezih key:  13 19 3
knwu oajljty key:  14 19 3
bynr hmcuhev key:  15 19 3
jnyu baywxly key:  16 19 3
ywnz pwvisub key:  17 19 3
tmwp andwnwt key:  18 19 3
ysml lywtcij key:  19 19 3
jasx anjojwt key:  20 19 3
esal owhsctb key:  21 19 3
kmsp fmyohok key:  22 19 3
hcmw eshtusl key:  23 19 3
jncu favjzok key:  24 19 3
vdna osibutb key:  25 19 3
sfck tlgrqbr key:  0 20 3
bnfu nacwegx key:  1 20 3
yqny zfezvrn key:  2 20 3
wwqz acagywx key:  3 20 3
iswl xffmczr key:  4 20 3
qesb nnbgwgt key:  5 20 3
dpef qqhzvmn key:  6 20 3
ozps nwtolge key:  7 20 3
cgzh xsfmvzn key:  8 20 3
qvgg fezhwok key:  9 20 3
jxve qpfmums key:  10 20 3
pzxs uztjlhb key:  11 20 3
lmzp qgiegmy key:  12 20 3
xjmi svztljw key:  13 20 3
fyjr hxkwrei key:  14 20 3
ytyc ozzaxtq key:  15 20 3
ritn amqlhwd key:  16 20 3
xsil vjdccao key:  17 20 3
nlsm byvkdlc key:  18 20 3
xtlc dthfscq key:  19 20 3
rftk jiudtkj key:  20 20 3
ttfc rswcffp key:  21 20 3
nltm klgspdl key:  22 20 3
ealx dtmyocx key:  23 20 3
nfak eflbtsf key:  24 20 3
kcfw wtngzyy key:  25 20 3
unhu badcglp key:  0 21 3
nlnm kyfmsdy key:  1 21 3
tklv dtkyoci key:  2 21 3
tfkk qhwwtmf key:  3 21 3
yafx wnnllyt key:  4 21 3
eaax algrqwl key:  5 21 3
ksal bkzoclx key:  6 21 3
kcsw zfebsra key:  7 21 3
wncu fahgyok key:  8 21 3
snnu tawvubr key:  9 21 3
xenb nsbjegu key:  10 21 3
eqey icizvvn key:  11 21 3
itqc snapkjt key:  12 21 3
cctw xnfmrzt key:  13 21 3
qpcf yepowpy key:  14 21 3
nxpe qqqomme key:  15 21 3
pzxs fttwlok key:  16 21 3
yfzk fcshuok key:  17 21 3
ijfi apzjuww key:  18 21 3
fsjl uxijchs key:  19 21 3
tpsf sziagjx key:  20 21 3
lipn sfherje key:  21 21 3
xaix vjkgrai key:  22 21 3
ayar hsqhdec key:  23 21 3
ktyc npqlxgq key:  24 21 3
rhtt uiudvhn key:  25 21 3
qfwk jtzlwkq key:  0 22 3
rffk rckbffi key:  1 22 3
izfs bwtcplm key:  2 22 3
slzm twmlsbx key:  3 22 3
xplf dflqecx key:  4 22 3
jqpy bfwgtle key:  5 22 3
jtqc czagsqb key:  6 22 3
emtp nlghbgb key:  7 22 3
zmmp npwtvgn key:  8 22 3
ncmw uqxtvhn key:  9 22 3
ebcq otfmgtq key:  10 22 3
rfbk omfmhtr key:  11 22 3
dcfw qmkchmi key:  12 22 3
olcm qcvzlms key:  13 22 3
iglh dbvllcx key:  14 22 3
lvgg xfzetzj key:  15 22 3
qpvf bczgwlj key:  16 22 3
iypr hlgssee key:  17 22 3
mzys ngtsxgz key:  18 22 3
xpzf evwhvsn key:  19 22 3
xrpj epdxzse key:  20 22 3
etrc uyfmzhr key:  21 22 3
bttc gzchgxd key:  22 22 3
bctw qpczamo key:  23 22 3
nwcz urkklhi key:  24 22 3
nwwz xtofgzl key:  25 22 3
irfj wdkxqyi key:  0 23 3
vdra pbyiqum key:  1 23 3
tpdf guelnxx key:  2 23 3
wupo lfeqaie key:  3 23 3
waux brjgjlh key:  4 23 3
meab cdohsqz key:  5 23 3
keeb npyubgv key:  6 23 3
zrej uuwxvhn key:  7 23 3
hnru paxigum key:  8 23 3
ebnq gefmnxh key:  9 23 3
vdba lekqaii key:  10 23 3
pcdw qrjujmv key:  11 23 3
puco cnollqt key:  12 23 3
hjui pbyibuw key:  13 23 3
zjji bdzonlw key:  14 23 3
vdja lcxasim key:  15 23 3
ibdq fujajok key:  16 23 3
mubo vjwquaz key:  17 23 3
xpuf vjyjdah key:  18 23 3
erpj cdixdqe key:  19 23 3
htrc sbuubjv key:  20 23 3
zctw guuhrxp key:  21 23 3
vdca ppxiaup key:  22 23 3
nbdq urqynhh key:  23 23 3
mubo ltoygiz key:  24 23 3
hfuk wcjujyv key:  25 23 3
dqky chiutqv key:  0 24 3
opqf sqabbjy key:  1 24 3
zgph plgirue key:  2 24 3
svgg tkxwnbs key:  3 24 3
ybvq lqqheia key:  4 24 3
lqby apjejws key:  5 24 3
hsql ugavchr key:  6 24 3
lysr hvyegeu key:  7 24 3
vdya ibhzxvs key:  8 24 3
tydr hqkpkei key:  9 24 3
luyo xsdexzd key:  10 24 3
qaux yyplwpo key:  11 24 3
myar hddkmez key:  12 24 3
kzys bytfxls key:  13 24 3
hrzj jusxsky key:  14 24 3
lnru radeffl key:  15 24 3
vdna gywwpxh key:  16 24 3
yydr hzmbael key:  17 24 3
euyo arluxwv key:  18 24 3
ssul tnobcbt key:  19 24 3
acsw pddieul key:  20 24 3
sqcy tyhonbq key:  21 24 3
rhqt luabeim key:  22 24 3
uqhy fsjcjok key:  23 24 3
slqm tcaqubh key:  24 24 3
iklv dqyjecl key:  25 24 3
nfrk abvypwo key:  0 25 3
esfl gtmkcxm key:  1 25 3
ffsk wxlfayj key:  2 25 3
hcfw jrhqqkx key:  3 25 3
micn rfosffz key:  4 25 3
vdia csegpqx key:  5 25 3
wrdj efmxbsc key:  6 25 3
zuro nclgzgm key:  7 25 3
ieub gixdvxn key:  8 25 3
bbeq ndcqagy key:  9 25 3
dpbf krfmvdn key:  10 25 3
owpz cuowoqe key:  11 25 3
ygwh qefmbmf key:  12 25 3
zvgg abnhlwh key:  13 25 3
psvl qpxrcmm key:  14 25 3
dbsq uwzulhv key:  15 25 3
ojbi zghqgrw key:  16 25 3
mgjh pvziyuz key:  17 25 3
jvgg cskanqi key:  18 25 3
xrvj lbbxbib key:  19 25 3
zmrp vjjljad key:  20 25 3
xtmc ggxtdxo key:  21 25 3
cbtq bvykaly key:  22 25 3
mtbc orufstz key:  23 25 3
nxte jmowhkp key:  24 25 3
yrxj rtwxffd key:  25 25 3
zptf ageotwp key:  0 0 4
wspl bvxzcle key:  1 0 4
nbsq flgysok key:  2 0 4
mebb xthhuzz key:  3 0 4
qfek wpwjwyd key:  4 0 4
hrfj usixqho key:  5 0 4
ezrs sbtkgjr key:  6 0 4
vdza geefrxx key:  7 0 4
wcdw jfkzaki key:  8 0 4
puco rrqgffy key:  9 0 4
meub xzolpzz key:  10 0 4
qjei ndmwwgw key:  11 0 4
yrjj bclxvln key:  12 0 4
izrs autaswm key:  13 0 4
tszl gefmcxq key:  14 0 4
rpsf vjwqaah key:  15 0 4
papx qrhcdme key:  16 0 4
elam czoulqv key:  17 0 4
kjli dsuhbcw key:  18 0 4
zcjw ppzitup key:  19 0 4
dncu uaxanhm key:  20 0 4
obnq llgygiq key:  21 0 4
rgbh vjjqjay key:  22 0 4
xvgg wckcdyi key:  23 0 4
ilvm cnywqqt key:  24 0 4
ytlc dbulbcr key:  25 0 4
oeyb pblixuq key:  0 1 4
rgeh ciddnqq key:  1 1 4
rvgg lydcbiy key:  2 1 4
zlvm kyjcjdl key:  3 1 4
mllm dexwocz key:  4 1 4
yblq dgybtcf key:  5 1 4
prbj avnxtwl key:  6 1 4
ssrl tlgrcbl key:  7 1 4
djsi glgbexw key:  8 1 4
oqjy zbhbard key:  9 1 4
sgqh traaybo key:  10 1 4
svgg tsokebr key:  11 1 4
hqvy vjbfear key:  12 1 4
mqqy jqazdkz key:  13 1 4
vdqa rgazffm key:  14 1 4
crdj xvuxpzy key:  15 1 4
quro xqmqwzp key:  16 1 4
qxue gqlwwxs key:  17 1 4
yzxs cdtyaqd key:  18 1 4
lzzs artebwo key:  19 1 4
zszl wuokcys key:  20 1 4
fysr hxxfqes key:  21 1 4
lbyq jzhexkh key:  22 1 4
libn rzeeffm key:  23 1 4
wyir hsdupev key:  24 1 4
dyyr hymqxec key:  25 1 4
mtnc kihdrdz key:  0 2 4
vdta enesost key:  1 2 4
wrdj ksqxzdf key:  2 2 4
nuro ennoost key:  3 2 4
beub gtcrzxf key:  4 2 4
afek fdnoaok key:  5 2 4
bwfz zrcrury key:  6 2 4
thwt fuojyok key:  7 2 4
uwhz zeiwurx key:  8 2 4
yawx sfbjyjh key:  9 2 4
pkav awigrwm key:  10 2 4
kskl shbucjv key:  11 2 4
cjsi nwqqrgw key:  12 2 4
jnju pahivun key:  13 2 4
cxne ckqanqb key:  14 2 4
jmxp lsfmbia key:  15 2 4
zxme vjjtjab key:  16 2 4
tmxp qnxvdmt key:  17 2 4
fbmq oxytltu key:  18 2 4
tabx imuohvy key:  19 2 4
fian oxzpktp key:  20 2 4
kaix fmvwhok key:  21 2 4
yian ybpyupc key:  22 2 4
kniu aavjmwj key:  23 2 4
xsnl wiidcyc key:  24 2 4
hnsu sassqjj key:  25 2 4
fszl xxqzczc key:  0 3 4
qpsf xubywzr key:  1 3 4
qipn xihdwze key:  2 3 4
qzis wztzwyh key:  3 3 4
czzs ksthqdc key:  4 3 4
tzzs xptuozv key:  5 3 4
qxze uiedwhf key:  6 3 4
waxx pzniguq key:  7 3 4
rzas kztrndy key:  8 3 4
kezb lzkcoii key:  9 3 4
flem zxjwjrf key:  10 3 4
ynlu danlycq key:  11 3 4
rinn azyrtwq key:  12 3 4
rsil bebcclq key:  13 3 4
rlsm zlgcsrc key:  14 3 4
pllm dnhcyct key:  15 3 4
cllm diwdtcq key:  16 3 4
rjli dsbotcw key:  17 3 4
exje klgctdr key:  18 3 4
hlxm flgaook key:  19 3 4
cclw dlgzucf key:  20 3 4
vdca vjnjtay key:  21 3 4
fxde xxirdzr key:  22 3 4
quxo slgwwjr key:  23 3 4
yiun zcuzrrr key:  24 3 4
izis adtzywp key:  25 3 4
kmlp dcvgzcu key:  0 4 4
ixme iesttvj key:  1 4 4
bnxu nacpkgj key:  2 4 4
ppnf olgsvtn key:  3 4 4
hwpz ympshpe key:  4 4 4
fjwi exfmmsw key:  5 4 4
vdja envhzst key:  6 4 4
aidn qpsazmr key:  7 4 4
buio uwcolhj key:  8 4 4
bhut vjczgac key:  9 4 4
uwhz fdzsdok key:  10 4 4
jwwz xikduzi key:  11 4 4
qkwv euujwsb key:  12 4 4
amkp khilzdp key:  13 4 4
xzms swttojh key:  14 4 4
bhzt bwcyrlf key:  15 4 4
uthc oknustv key:  16 4 4
jwtz wmqrhya key:  17 4 4
jkwv pzwiqub key:  18 4 4
nmkp zhvvnrb key:  19 4 4
emmp ltetyiu key:  20 4 4
wfmk iwjtjvj key:  21 4 4
tcfw okbpktq key:  22 4 4
recb omyshta key:  23 4 4
jaex ympchpx key:  24 4 4
clam efvvmsb key:  25 4 4
bjdi vjcjoaw key:  0 5 4
fujo wxiodyf key:  1 5 4
cwuz snnaqjt key:  2 5 4
diwn fdurrok key:  3 5 4
oxie vjeouap key:  4 5 4
wgxh zuqjdrc key:  5 5 4
dvgg fwiyyok key:  6 5 4
oevb siudujh key:  7 5 4
fgeh wxbjryp key:  8 5 4
jvgg kgiuqdv key:  9 5 4
tivn svqyojb key:  10 5 4
cmip peeiruf key:  11 5 4
wamx wgntnyc key:  12 5 4
pxae lvqrqid key:  13 5 4
kexb oijdjto key:  14 5 4
tjei zmekhrw key:  15 5 4
wnju kayfydd key:  16 5 4
fanx jxvaoko key:  17 5 4
teab rebkfff key:  18 5 4
kien vjnfpaj key:  19 5 4
paix jnmrdkt key:  20 5 4
cnau ralsffc key:  21 5 4
kjni zeuoprw key:  22 5 4
hxje eimdysp key:  23 5 4
pnxu falazok key:  24 5 4
vdna knbyudt key:  25 5 4
sxee tlgreby key:  0 6 4
xqxy ngfmegh key:  1 6 4
xqqy zvawvrn key:  2 6 4
ytqc qeauymv key:  3 6 4
fttc axfmlwr key:  4 6 4
pstl pqbicud key:  5 6 4
nisn qqzznmo key:  6 6 4
njii lthkliw key:  7 6 4
cfjk xtjfjzc key:  8 6 4
qffk jszawks key:  9 6 4
xxfe riydffs key:  10 6 4
lzxs vjtepax key:  11 6 4
ltzc kfmeddx key:  12 6 4
xytr hflgoey key:  13 6 4
fyyr hxugxef key:  14 6 4
ntyc nznwxgp key:  15 6 4
yitn ntdrvgn key:  16 6 4
hfik aydyvwn key:  17 6 4
nsfl zyfmcrc key:  18 6 4
vdsa wtfmyyq key:  19 6 4
rfdk qihdqmx key:  20 6 4
dufo qfbclml key:  21 6 4
olum ksegldl key:  22 6 4
wglh ddzbocx key:  23 6 4
cvgg nfzbtgf key:  24 6 4
sevb tungvbn key:  25 6 4
uahx bmdlhlp key:  0 7 4
mraj oywxstz key:  1 7 4
kkrv bmvyhls key:  2 7 4
erkj ghwxsxy key:  3 7 4
lnru waveayj key:  4 7 4
ecnw grwwqxl key:  5 7 4
yycr hkosaej key:  6 7 4
ecyw arebxwa key:  7 7 4
wscl enoscst key:  8 7 4
scsw tcdvzbm key:  9 7 4
iecb eyhoesu key:  10 7 4
bqey iccqzvm key:  11 7 4
ipqf fsapkok key:  12 7 4
bwpz cccquqe key:  13 7 4
ipwf yepjbpl key:  14 7 4
zwpz cqihmqe key:  15 7 4
ppwf spxbbjy key:  16 7 4
zbpq uwshrhe key:  17 7 4
sjbi tpxwgbw key:  18 7 4
ybjq uwqhehs key:  19 7 4
jqby apkagwi key:  20 7 4
lsql ubaechb key:  21 7 4
jmsp vjklgai key:  22 7 4
aymr hbhtdeb key:  23 7 4
tmyp bqklxli key:  24 7 4
mhmt osutstz key:  25 7 4
qgch jgovwkq key:  0 8 4
rvgg rvywffu key:  1 8 4
yzvs iwtcpvr key:  2 8 4
alzm acmpkwm key:  3 8 4
isll dglzccd key:  4 8 4
jhst yvpqtpo key:  5 8 4
uphf xzhkmzb key:  6 8 4
qmpp clgfwqe key:  7 8 4
hkmv jsstbkd key:  8 8 4
zzks rhthffo key:  9 8 4
vdza opxkptq key:  10 8 4
rbdq ummfhhr key:  11 8 4
dubo jklcgky key:  12 8 4
olum rzvzffa key:  13 8 4
aglh ddkwpci key:  14 8 4
yvgg xbmvtzj key:  15 8 4
qhvt aullwwu key:  16 8 4
ushl ilgscvq key:  17 8 4
rzss bgtpklh key:  18 8 4
mkzv evhcssz key:  19 8 4
dlkm yhpuzpv key:  20 8 4
orlj dswxmcr key:  21 8 4
bgrh pzcitud key:  22 8 4
evgg gksznxo key:  23 8 4
dwvz llgkaia key:  24 8 4
ocww xrjfjzy key:  25 8 4
hbyq wdmuxyv key:  0 9 4
vdba kbluqdv key:  1 9 4
vdda pudioul key:  2 9 4
tudo pyeinuf key:  3 9 4
wuuo lbnbnih key:  4 9 4
maux ldjrjiz key:  5 9 4
seab tdjujbv key:  6 9 4
krej zuyxerl key:  7 9 4
mqry puyiyuz key:  8 9 4
dnqu gaabnxh key:  9 9 4
ornj lebxaih key:  10 9 4
sgrh trjujbv key:  11 9 4
pvgg gqouexv key:  12 9 4
cqvy pnyiaut key:  13 9 4
hjqi prainuw key:  14 9 4
hxje lgoonim key:  15 9 4
vdxa lvjajis key:  16 9 4
vdda fqjqjok key:  17 9 4
ludo vjyeuam key:  18 9 4
fuuo cxyjdqd key:  19 9 4
hyur hdiqbeo key:  20 9 4
ziyn sdukxjs key:  21 9 4
vdia cuxfrqp key:  22 9 4
lbdq judebkc key:  23 9 4
zubo ryqyffh key:  24 9 4
hyur hixdpeh key:  25 9 4
lwkz ehnetsm key:  0 10 4
epwf eckrzsi key:  1 10 4
iypr hlgqzee key:  2 10 4
bcyw zkclxrs key:  3 10 4
bpcf cwchyqa key:  4 10 4
lwpz bpdeble key:  5 10 4
zwwz uybvshr key:  6 10 4
jywr hcxhgeu key:  7 10 4
ibyq ipwzxvb key:  8 10 4
cmbp uwkpkhi key:  9 10 4
epmf xwdtgzl key:  10 10 4
qxpe yyplwpe key:  11 10 4
jcxw obkbmti key:  12 10 4
jzcs bmthhlb key:  13 10 4
smzp tpslsbb key:  14 10 4
fmmp uxvtehl key:  15 10 4
mqmy bcwtglz key:  16 10 4
iiqn ozabstj key:  17 10 4
erij omkxhti key:  18 10 4
sprf tmwshbc key:  19 10 4
acpw gqvlexe key:  20 10 4
eqcy eivdasq key:  21 10 4
rhqt brahzlj key:  22 10 4
uchw kpocsdj key:  23 10 4
blcm uccsohs key:  24 10 4
iklv dqwsgcf key:  25 10 4
errj sbvxqjb key:  0 11 4
lmrp guqerxl key:  1 11 4
fcmw gxetaxj key:  2 11 4
wycr hrqbaeh key:  3 11 4
miyn orosxtz key:  4 11 4
seib tmouhbv key:  5 11 4
trej ecdxesc key:  6 11 4
iqry pyvizum key:  7 11 4
taqx giadnxm key:  8 11 4
bpaf lecqaij key:  9 11 4
kapx krjqjde key:  10 11 4
pwaz cqosoql key:  11 11 4
knwu cayhbqf key:  12 11 4
zjni epnbbsw key:  13 11 4
znju uaxrzhm key:  14 11 4
sbnq twxagbs key:  15 11 4
bbbq zncqert key:  16 11 4
lqby vjkeyai key:  17 11 4
jwqz cnaodqt key:  18 11 4
hywr hbblbeb key:  19 11 4
zmyp fbuoxok key:  20 11 4
vdma bqxtulp key:  21 11 4
cbdq fwdjsok key:  22 11 4
mubo oyiyutz key:  23 11 4
mxue smwjhjz key:  24 11 4
jrxj wdixrys key:  25 11 4
buno lwckzir key:  0 12 4
jeub vjjfjay key:  1 12 4
bwez jdczdkb key:  2 12 4
jmwp rnywfft key:  3 12 4
ywmz xuutpzb key:  4 12 4
qmwp aemowwp key:  5 12 4
hsml owltcth key:  6 12 4
pzss fmtyhok key:  7 12 4
vdza owhuutv key:  8 12 4
jjdi wmvjhyw key:  9 12 4
hujo psiiqub key:  10 12 4
jmup szvanjj key:  11 12 4
vdma ldetrib key:  12 12 4
wmdp vjjsjaj key:  13 12 4
dumo ouqtdty key:  14 12 4
oeub emyshsq key:  15 12 4
rgeh oduwzth key:  16 12 4
yvgg emvchsp key:  17 12 4
blvm aucuzwv key:  18 12 4
tsll devyccj key:  19 12 4
bwsz pgcituh key:  20 12 4
pawx wvhsnyj key:  21 12 4
hwaz llguqiv key:  22 12 4
kjwi esjsjsw key:  23 12 4
vdja pweizud key:  24 12 4
wndu eayanso key:  25 12 4
sfik tqxsabo key:  0 13 4
nbfq xrukezc key:  1 13 4
qqby etofwsp key:  2 13 4
dfqk jiadzkx key:  3 13 4
ozfs rftyffs key:  4 13 4
bgzh kbcgpdm key:  5 13 4
lvgg wqmeoyx key:  6 13 4
dwvz nflqqgf key:  7 13 4
oywr hzngven key:  8 13 4
mgyh cgerxqz key:  9 13 4
wvgg nvfmbgs key:  10 13 4
zrvj zwdxvrn key:  11 13 4
lerb qyxeymq key:  12 13 4
rbeq ggfmlxd key:  13 13 4
jybr hvbcaeo key:  14 13 4
dlym qrzkxmb key:  15 13 4
omlp deoflcl key:  16 13 4
cgmh jbdttkd key:  17 13 4
pvgg ryzbffo key:  18 13 4
xxve olgkptm key:  19 13 4
sjxi tmmfhbw key:  20 13 4
mtjc jglqekz key:  21 13 4
xqty rvvaffl key:  22 13 4
frqj cxaxpqr key:  23 13 4
ntrc vjmbbaj key:  24 13 4
zitn gtlzdxd key:  25 13 4
pljm btfmslf key:  0 14 4
cflk denasch key:  1 14 4
tjfi qqwrtmw key:  2 14 4
pxje vjwulav key:  3 14 4
eaxx zlgadrx key:  4 14 4
ejai pfziyuw key:  5 14 4
kcjw vjugnas key:  6 14 4
fccw lxbadip key:  7 14 4
lncu najejgr key:  8 14 4
xinn vjuyvan key:  9 14 4
cyir hcyzdep key:  10 14 4
ityc wcfmxyc key:  11 14 4
ixte xnuyqzt key:  12 14 4
qpxf qiddwmp key:  13 14 4
nppf wyeolye key:  14 14 4
wzps kttyqde key:  15 14 4
ffzk fxzhook key:  16 14 4
hefb wpehuyf key:  17 14 4
wien upnjqhl key:  18 14 4
vdia uzirghx key:  19 14 4
xedb sfebgjc key:  20 14 4
wueo zekgrri key:  21 14 4
stuc tikdybi key:  22 14 4
petb ndqlegq key:  23 14 4
rqey keblvdn key:  24 14 4
njqi buacolw key:  25 14 4
wafx ynpwopt key:  0 15 4
yzas zztbmrf key:  1 15 4
kezb awnoywx key:  2 15 4
ssel tfsrcbq key:  3 15 4
rnsu fabgeok key:  4 15 4
jqny zzhcurq key:  5 15 4
rlqm neajygb key:  6 15 4
cmlp dsicvcn key:  7 15 4
plmm snbttjt key:  8 15 4
axle dqfmrcq key:  9 15 4
rjxi olgottw key:  10 15 4
chjt qmqchmy key:  11 15 4
ulhm flgalok key:  12 15 4
fxle dxvwucs key:  13 15 4
ykxv vjzjtar key:  14 15 4
likn ahiedwj key:  15 15 4
tsil slgzcjr key:  16 15 4
fysr hxusrec key:  17 15 4
xayx xkhzxzp key:  18 15 4
qian eiqdwsa key:  19 15 4
ktic xsdyzzr key:  20 15 4
qzts kytvwdc key:  21 15 4
bnzu waczoyu key:  22 15 4
nzns iitdqvf key:  23 15 4
twzz xtnpkzy key:  24 15 4
qfwk kzerwdl key:  25 15 4
xxae fdiouok key:  0 16 4
kwxz slgjujm key:  1 16 4
jtwc fuijrok key:  2 16 4
antu saiqujb key:  3 16 4
fmnp sxqjrjh key:  4 16 4
nhmt cwitrqr key:  5 16 4
uihn stqubjv key:  6 16 4
zfik onqzrtt key:  7 16 4
jkfv pmxihuc key:  8 16 4
tbkq xhqonzb key:  9 16 4
qmbp livdwix key:  10 16 4
tamx ffjtjok key:  11 16 4
tzas kktgudj key:  12 16 4
kazx obyjota key:  13 16 4
taax nmishgf key:  14 16 4
knau sanvvjn key:  15 16 4
kanx ezvrrsu key:  16 16 4
mnau iafmzvz key:  17 16 4
knnu zaqpkrj key:  18 16 4
brnj qncxymt key:  19 16 4
hnru yapslpq key:  20 16 4
rwnz gnbomxt key:  21 16 4
vdwa enzcast key:  22 16 4
tldm frsozok key:  23 16 4
culo dnoouct key:  24 16 4
baux fwcjtok key:  25 16 4
nqky ghlpkxh key:  0 17 4
tyqr htauaev key:  1 17 4
dfyk yrpuxpv key:  2 17 4
oafx pkoimuy key:  3 17 4
agah pqdinua key:  4 17 4
kvgg lyswnix key:  5 17 4
yhvt lfjvjim key:  6 17 4
unhu aajgjwu key:  7 17 4
dsnl igyqcvs key:  8 17 4
oksv nvypkgl key:  9 17 4
lgkh chhevqn key:  10 17 4
avgg ynpbbpt key:  11 17 4
zyvr hsfmmed key:  12 17 4
shyt tkxoxbo key:  13 17 4
ubhq qgskema key:  14 17 4
hqby fvdflok key:  15 17 4
hkqv jyavuky key:  16 17 4
vdka rhzjffu key:  17 17 4
vdda ibiwpvd key:  18 17 4
yudo sqmpkjo key:  19 17 4
auuo aklkrwl key:  20 17 4
xsul ydpfcpa key:  21 17 4
mhst jdqbmkz key:  22 17 4
uthc ruhvffs key:  23 17 4
srtj tusxpbu key:  24 17 4
lkrv ismeevh key:  25 17 4
mwrz rzeyffz key:  0 18 4
wkwv gkvwpxs key:  1 18 4
yrkj whmxaya key:  2 18 4
lerb arleqwj key:  3 18 4
tsel gwovcxq key:  4 18 4
rysr hkesaeu key:  5 18 4
wayx irhcxva key:  6 18 4
jlam eeopksm key:  7 18 4
kelb dsdvzcb key:  8 18 4
pmep yypqtpu key:  9 18 4
bnmu iactmvm key:  10 18 4
djni clgpkqw key:  11 18 4
owjz oesqbty key:  12 18 4
zgwh ympahpl key:  13 18 4
pvgg cnxwmqt key:  14 18 4
ybvq vjvbbar key:  15 18 4
zjbi awsodww key:  16 18 4
ssjl tgxzcbj key:  17 18 4
absq fvuaeok key:  18 18 4
jqby xbhsuzp key:  19 18 4
qhqt vjajwab key:  20 18 4
umhp esiydsd key:  21 18 4
azms sbttzjo key:  22 18 4
mkzv wqukryz key:  23 18 4
bhkt ohcfqtp key:  24 18 4
urhj jmqxhky key:  25 18 4
opvf xujbjza key:  0 19 4
qgph vjqlwae key:  1 19 4
svgg tgyvdbh key:  2 19 4
tzvs bvthelu key:  3 19 4
dqzy ipuusvv key:  4 19 4
oaqx ugapkhp key:  5 19 4
tgah pvwigud key:  6 19 4
kvgg yzpynpo key:  7 19 4
eavx lqkkmii key:  8 19 4
hnau wajfjyd key:  9 19 4
kcnw jgslqko key:  10 19 4
vdca rvykffq key:  11 19 4
rndu baefpls key:  12 19 4
wuno jnmcskt key:  13 19 4
llum rcleffd key:  14 19 4
ielb ddwopco key:  15 19 4
ayer hnmktet key:  16 19 4
epyf fulfxok key:  17 19 4
hhpt jlgouke key:  18 19 4
uchw redjffh key:  19 19 4
vdca fyihpok key:  20 19 4
pkdv spmuujv key:  21 19 4
duko uhljrhr key:  22 19 4
ojui pciiguw key:  23 19 4
igjh sdqznjl key:  24 19 4
dvgg lkkarii key:  25 19 4
teqb kpakadj key:  0 20 4
dxee urkfohi key:  1 20 4
oaxx jkosgkf key:  2 20 4
xgah rqnlffa key:  3 20 4
kvgg eekrpsi key:  4 20 4
ftvc bxmvzlm key:  5 20 4
pntu zallsru key:  6 20 4
binn igcqyvs key:  7 20 4
njii bvwpklw key:  8 20 4
lwjz ctbesqc key:  9 20 4
efwk ynpabpt key:  10 20 4
zyfr hiwdmed key:  11 20 4
ccyw vjxoxao key:  12 20 4
ebcq kwskddx key:  13 20 4
dxbe ffdfook key:  14 20 4
ocxw jyugukf key:  15 20 4
jgch rcnjffp key:  16 20 4
ivgg nbirpgb key:  17 20 4
fmvp sxmyvjn key:  18 20 4
apmf zcltrrl key:  19 20 4
iipn wgfmyye key:  20 20 4
mhit ovqbqtz key:  21 20 4
uphf qmbhhmc key:  22 20 4
srpj tpexlbe key:  23 20 4
wkrv uivdehd key:  24 20 4
cqky ghzhgxo key:  25 20 4
yruj ueqxshd key:  0 21 4
barx adcsgwo key:  1 21 4
psal gnwkcxt key:  2 21 4
kwsz eukfasi key:  3 21 4
ejwi jrhozkw key:  4 21 4
tnju raolffh key:  5 21 4
bcnw fscapok key:  6 21 4
dacx bwmuulv key:  7 21 4
owaz vjljsam key:  8 21 4
kgwh pniidut key:  9 21 4
jvgg scwqnjy key:  10 21 4
invu lauorib key:  11 21 4
emnp cwjwjqp key:  12 21 4
ypmf fgqtbok key:  13 21 4
zcpw avyyuwe key:  14 21 4
jscl onxjctt key:  15 21 4
dbsq wmihhyb key:  16 21 4
